text,rating 
"Hotel Campanile became our “home from home” after the closure of Morocco’s air space and the lockdown of Morocco because of the Covid-19 epidemic. We stayed in the hotel for seven nights before we were able fly out. The housekeeper (room 1727) was friendly and hardworking. She accommodated us – cleaning our room when we went down for breakfast. Breakfast was basic (freshly baked bread and croissants) and hardboiled eggs, but ample. Breakfast was pre-packed and served on a tray (due to government policy of social distancing guest had to eat in their rooms). The room had tea and coffee making facilities. This made it possible to prepare our own very basic food (“breakfast”-bread, fruit and tomatoes bought at a nearby convenience store). Because of the lockdown we were not able to…",5.0
Located quite nicely on busy boulevard leading you to the old medina. The hotel is very clean and quite modern for Morocco. However the staff is neither friendly nor helpful. They will take your booking period. Noisy if you are on the side of the street.,4.0
"Nice clean hotel. Good location. Good room and shower. Poor breakfast. Not very good service in restaurant. Beware of taxi drivers here. Charge extortionate prices. Was told MAR15 by hotel plus MAR20 for call out. When we got to downtown the driver demanded MAR100. Daylight robbery. Return journey was also a nightmare - the driver supposedly didn't know where the hotel was, stopped 3 times to ask his colleagues for directions, and then claimed he didnt have any change! Be warned.",3.0
"We stayed here for 3 nights. The room was fairly small but ok, the bathroom was fine. Breakfast buffet was good enough although there was always a shortage of plates, cutlery and cups! It wasn’t until the last morning after a tour group had arrived that things picked up. The tram runs outside but we didn’t find it too noisy. We were going to have a coffee downstairs (there’s a bar off the lobby) but the whole ground floor absolutely stank of cigarette smoke! There were people smoking everywhere throughout our stay. They are entitled to do so but we went elsewhere to eat and drink. We found good food at a good price at the restaurant next door, Okad.",3.0
"We stayed as part of a G Adventures tour.  The hotel was clean and the staff was polite. The room was small, but we weren't in the room much.  The breakfast was very good. It was an easy walk to many places and in a safe area.",3.0
"Hotel located very close to train station, on Blvd Mohammed IV where the light rail route passes and close to Casablanca grant marche. The hotel is nice, clean, quit. I recommend the breakfast buffet, for other meals eat outside as there are plenty of restaurants nearby on Blvd Mohammed IV. Only reservation about the hotel is there no directory or instructions to use the phone in case help is needed.",4.0
"Reserved a superior room. Got one on the 3rd floor, the bathroom was full of moisture, the room was not clean and very noisy (tramway and traffic). Asked for another room, got one on the 6th floor. Still noisy, shower did not work. Asked for another one. They proposed the 7th floor: shower did not work either, animals on the bed.  Asked to call a taxy: took them over 15 minutes, I stopped one in the street. Understaffed at reception, they do not follow up, but do confirm standard rooms are better than superior. Management failing completely.",1.0
"I reserved a single room and when I contacted multiple times regarding how to go to the hotel from airport, I contacted via WhatsApp, phone and their social media page, I did NOT get a response.   When I arrived at the lobby to check in (although O was fully paid), the front receptionist asked that I pay for local tax, I paid and asked for my change back. He said he did NOT have change and will give me later. He Never gave me my change back. I came back to the lobby maybe an hour after check in, and the guy was gone and did not leave a note for the other receptionist for my change. He basically stole my change. Be careful when you give them $$  The other receptionist was really rude. When I asked for a map, she said they don’t have maps. When I asked for business card, she said…",2.0
"I stayed in this hotel for 5 days within as a business stay. Rooms : averagely clean, tiny and contain shampoo that is used as soap as well. Bring your own products Service : Staff are clearly beginners, the cleaning service is good. First day, i encountered a problem with one of the staff in the lobby, he was very grumpy and was talking on an imperative tone. The provlem is that they gave us a signle room for a double room reservation. When we reported the problem they ordered us, in a very grumpy way to arrange our luggage and go down first. Without any excuses Food : dinner is good, breakfast is basic. Service staff are not very reactive, you have to go and look for water yourself otherwise be sure you’ll stay thirsty.. Overall, Campanile is a low cost hotel good for…",3.0
"I stayed at this hotel for 7nights, the room service was good.. very helpful and friendly staff! they answered all of our needs! Clean room and well located! Thank you for being too nice and patient, surely we will be back!",5.0
"room was nice but the restaurant was filled with spoke even though there was supposedly a non-smoking section (inside). Room was clean and shower was nice, balcony was nice too, but the situation in the restaurant/club ruined it for two young female travelers on our own. Felt uncomfortable any time we were in public at this place.",3.0
"We stayed here twice on our tour.  First in a Presidential Suite and then in another room.  Generally we enjoyed the Hotel, but there were issues.  The rooms (both) were lovely.  The Presidential Suite was huge and had lovely views of the beach, but smelled of cigarette smoke.  The Hotel itself has a lovely pool, restaurant  and beautiful art.  The staff were generally great, although we had an incident on our first night where as we left, an apparent Manager was upset with us for an unknown reason.  On our return visit I think he apologised, but I am still at a loss as to what it was all about!!   Anyway, overall, the Hotel is in a good location, the staff are generally good but a lot of opportunities for improvement.",3.0
"Spent three nights at this lovely hotel.   Had a room with a balcony overlooking the ocean.  Nice pool and good breakfast.   Also had dinner at the hotel the first night and shared several tasty appetizers.   The only issue is that people smoke in the restaurant, which seems to be common practice throughout Morocco.  This hotel is away from the noisy downtown core and is very quiet and peaceful.   However, this means that you need to take taxis everywhere.   The staff at the hotel always assisted with this and ensuring we got a good rate.",5.0
"Honestly speaking as every hotel i stay in in the wold, this one was particularly nice, the interior architecture and the room is very gorgeous. However, i was unlucky cause my room booked in the airport right before the taking off was not that enjoyable.   A partial view on the sea, lots of garbage if i take a look from the balcony to see the street  😔😔😔  Some features need a little « lifting « 😉  The staff were all nice, respectful and helpful, always ready to assist : i personally call these sweet people the soul and the heart ♥️ of the hotel.   To sum up, i thank Mrs Loubna, Hayat, Jamila, the guys of the room service, the staff of the house keeping and the laundry 🧺   The location on the beach front is ideal 🤩  Unfortunately i just wanna point out the fact that the front desk didn’t suggest to upgrade my room looking down on an awful street full of garbage…  Anyway i thank again to everyone who made feel homy during the first solo journey of my life.   See you soon ójala 🥰…",4.0
"Our family of 4 stayed 3 nights at Club Val d'Anfa Hotel.  We have 2 kids, ages 9 and 12, and we were given a room with ample space for all of us.  There was a large king bed and 2 couches that were made into beds for the kids.  There is a pool, and the hotel is right down the street/alley from the public beach, which is a great place to join in a local soccer game but is not a good place to relax for a tan.  The service at the hotel was outstanding and everyone was smiley and helpful.  We had a great time relaxing by the pool with a beer.  For dinner, I recommend going around the corner to Le Basmane for delicious tagine and belly dancers. We ate dinner at the hotel one night and although the food was good, the music was so loud that we felt like we were inside a club.  Overall, Club Val d'Anfa met our needs and we loved the people that worked there, but if I go back to Casablanca, I would choose to stay at one of the beautiful riads in the medina rather than a large hotel with loud evening music (however, of note, we could not hear the music in our room and slept peacefully).  …",3.0
"This is a very good hotel in Casablanca located close to the beach. Rooms are very big, beds are comfortable, bathroom is great and the room is very clean, There is a nice swimming pool. The staff is very friendly and helpful. What is important, there is a private parking. All is great",5.0
"Clean hotel, friendly staff, terrific, abundant breakfast buffet that had many choices  (Moroccan, European and American options were all available).  The room was standard, corporate style, we only stayed one night so can't speak too much about the area other than it was safe and lively and the hotel was on a quieter street off the main drag.  The bed was extremely comfortable.  We appreciated getting upgraded to a room with a small balcony and view.",4.0
"Good value for the money. We liked the atmosphere, close proximity to the beach and the restaurant serves alcohol! The rooms were a good size, and comfortable.  It was really a good starting point for the beginning of of Moroccan vacation.  We would definitely return. ",5.0
"1st stop in our 3 week holiday in Morocco. I can't say much about the price as this was booked thru a company that arranged all our hotels. what I can say is the it is right on the beach and the boardwalkcorniche. We overlooked the pool and could watch the sunset from our balcony. Room was large, bathroom spacious, towels very thick, bed a bit hard. There is a small corner market at the top of the street. We were able to buy snacks and juice for the room fridge.  Staff here is great (quite a few tho do not speak english) and usually deferred to the english servicer when ordering food. The bar across from the hotel was really great, 1st nite we had tapas and wine, wonderful. If you walk down the path you can cut thru the parking lot and get to the beach.  I would advise tho to take a taxi as it's by the ocean so the places of interest are a walk. also close to the Anfa Place Mall which I highly recommend, they have way more shopping diversity…",5.0
"First of this hotel is not for families because about 4 o'clock people they come from out side to have a drink in near the pool and the garden. So if you are with family you will not enjoy staying by the pool around that time. Second always check you bill before you check out they over charged us 500 dhs extra luckily my wife checked the bill. We have a baby so we ask they for a cattle for hot water. They we cannot give you 1 so if you need hot water we ll get you a glass that's all. Concierge he helped with luggage just when we arrive and always expect you to give them a tip. I think they work for free in that hotel, because everytime they you a service they always wants a money. I will not recommend this place to anybody because they after just your money they don't care about your comfort.…",1.0
"I stayed here for 2 weeks and the hospitality was great. The room I had was wonderful with an amazing view of the ocean and sunset.  The staff are very freindly and helpful. The food is great too.  I did not get to enjoy the spa because it was closed (Covid). However, I did enjoy staying in this hotel.",5.0
"I travel to Casablanca often and this hotel never disappoints! Due to COVID some services were not available (no Spa service) as with most hotels nowadays. Unfortunately, this is the time we live in. They have the most professional staff that helps with every need. The rooms are spacious with deep soaking tubs (huge plus for me) The food is delicious, room service is fast. I work while I’m there, so Internet is a must. I had no issues with the service. The balcony rooms have beautiful views of the pool and ocean (This is where I spent most of my time with a cup of coffee). Thank you Val D’ Anfa for a pleasant stay once again. Until next time!",5.0
"Hotel is close to the beach. Beach not very clean, but there’s a nice walkway you can go. There was more business people than tourists and being so we hoped to have stayed with a nice view one. Breakfast was really well served and with good options for many tastes. Room was comfortable and clean. ",3.0
"I'm going to tell you about the hotel first, then about my personal experience.  This hotel was the final destination, at the end of a 12 day tour in Morocco.  It was so nice to be in a comfortable, western style accommodation.  We are talking a huge room, king size bed, big soaking tub, and lux products.  Thick towels.  In-house spa with mani/pedi and hammam massage options.  Enormous buffet breakfast with regional items you might see all over the country.  All of these things are expected in Casablanca, at this price point.  What sets the Hotel Val d'Anfa apart from the pack is the incredible service and kindness from the staff.    The morning I was supposed to leave, I had a medical emergency.  I was alone, the rest of my group had departed the day before, and I had settled…",5.0
"Enjoyed staying here.  Rooms had everything you need and more than some five star hotels we stayed at in Morocco.  Clean hotel, friendly staff, good location for visiting Casablanca and easy to park your car if you have one.  No complaints.  I would stay here again.",4.0
Nice hotel with a beautiful sea view. Super clean and the breakfast was good. What I like the most is that little bar downstairs. Drinks are good and the tapas are good too. Staff were hospitable and very helpful. They even let you share the breakfast.. enjoyed the morning view from our room balcony.. good value for money ,4.0
"Very nice place well located. The staff is polite and very helpful. Quite clean and the food in general, they have 3 restaurants inside, is very good, typical and with a reasonable price. Very close to the beach, like 100 meters, is the perfect place for who would like to discover Casablanca but also take a breath next to the sea. The area offers everything needed. Strictly recommended!",4.0
Very nice hotel and lovely place to stay. The entire staff was friendly and the food was really good. Enjoyed swimming in the pool. There were nice little grocery stores nearby as well as what I call the Taj Mahal of McDonald's and even a KFC  along the beach with good views. My room was really nice and enjoyed my time there :),5.0
The hotel is good; the staff is non-committal. Val d'Anfa needs to get a big upgrading boost if they want to keep up. The Moroccan Restaurant is fabulous. Food is authentic; atmosphere is true Morocco. The food in the all day dining room is Gastronomique ANNO 1976 while the atmosphere is nothing special. A hotel with great potential; get is done !!,3.0
This was a fine hotel as we came in quite late and were leaving early.  We had tapas out by the pool on arrival and drinks.  The rooms were clean and bathrooms fine.  It's not quite ocean front-  but our room had views.,4.0
I stayed this hotel as paid by a conference organizer. I did not pay myself and so my review might be biased. This hotel is one of the three hotels owned by the company running Companile Hotel which is located around the corner. The room I stayed is small but clean. There is a small desk and well air conditioned. What was missing to me was some coffee / tea with an electric kettle. But they were not needed this time because I was out of the room for almost all days during my 2-day stay. The shower’s water pressure and temperature could have been better but I guess some people don’t mind. The breakfast was decent and I wouldn’t mind staying again if it’s a day or two.,4.0
"Good and clean. Staff friendly, the room a little small but it’s sooo clean. I recommend it. I stayed there only for 1 night. I had breakfast included but i didn’t wake up on time to get the chance to try it. So i have no idea about the breakfast but it looks nice.",5.0
Hotel clean and safe. Good for family and friends and business and for couples.... . Staff are always welcome. Everything is near you such station train....... I think is one of the most popular hotel at Casablanca ,5.0
"So we stayed here for a week during half term we wanted to see Casablanca.... One and biggest minus in my opinion is Reception.  They did 0 to assist with any of the queries. For example I asked how does Tramway line works his answer was I dont know... I was like u live here and he was like and?... I asked wnother receptionist when and guess what was his answer? I DONT KNOW. ok fair enough I asked about taxi and when again their answer was I dont know how to get taxi!!! Imagine... So the last straw was when I asked to get some assistance with rebooking my transfer as they got my time wrong.  The receptionist said I cannot help you I don't know and I dont know how to use the phone.... Lets get it clear he doesnt know how to use the phone?! I just smiled and wawed what a poor show.  The rooms were alrigh very tiny, brwakfast bare basic bread and coffee.   For the price I paid I didnt expect miracles but I expected reception to be helpful thats the least they could do.…",1.0
"Everything is clean, nice and simple, i just had a problem with the bathroom sink that was blocked but they call a guy to fix it real quick, The toilet is clean but it needs a little bit more cleaning as they were some minors marks still not totally cleaned. And with the affordable price i think i will return to this hotel next time :)",4.0
"Not expensive, clean, comfy room. Staff was nice and friendly. Hotel is in walking distance from train station. Very satisfied. We didnt have a chance to try breakfast, because we left in the early morning but for the room everything was great. ",5.0
"I always stay at Kyriad with family. This time was by myself so wanted to give it a try, honesty it was way more than what I expected. VERY CLEAN, QUIT, LOCATION LOCATION LOCATION. On top of all that the Receptionist “Zineb” is always there to make my stay a magical experience she’s wonderful, excellent customer service, always smile on her face and ready to answer my questions. Was lucky that she was working at premier class that day.   THANK YOU ZINEB  Thank you Premier Class",5.0
"Fairly new, basic and clean hotel not far from Casa Port station, around the corner from the huge Mogador/Grand Mogador hotel. Very close to a tramway station as well. It shares the building (though not the entrance or the common rooms) with the Kyriad and Campanile which belong to the same hotel company. The area immediately around the hotel is not the prettiest, but nicer areas are within walking distance.  We stayed here for one night and did not regret our choice. Both check-in and check-out were efficient and professional (even though there were some language issues during check-in). We were able to use the free underground car park where a friendly attendant took care of our luggage and delivered it to our room. The room itself was not on the big side, but clean and modern. Same goes for the bathroom. The queen size bed was highly comfortable (as long as you like hard mattresses) and came with very good duvets and pillows (even exceptionally good for this hotel standard). We got a good night’s sleep, apart from someone knocking on our door repeatedly at 5:45am for unknown reasons. We didn’t have breakfast at the hotel, but the area where it was served did not look very pretty (quite basic and sterile), so it might be a better idea to use one of the countless cafés which serve decent Moroccan breakfasts.  If you have a short stopover at Casablanca and only need a decent place to stay for a night, this might be a good option for you, especially if you can secure a rate as low as we did (slightly over 30 Euros plus 1,80 Euro local tourist tax).…",4.0
"The hotel is very charming, nice and clean with a great shower - Hard to find when you have been travelling in morocco... it's a very central hotel and they have us late checkout which was nice. Although the hotel didn't have a hair dryer.... I asked reception and the man said if I went outside my hair would be dry. A new hotel in the citycentre without a hair dryer was surprising to me... Anyways we liked our stay and would return here.  Note: Picture is the view from our room.  Hope this helps xx",4.0
"Only been open a few months so everything is brand new - modern style city centre budget hotel  which is exactly what Casablanca needed. I paid €30 for a room which is great value in Casablanca where there are lots of terrible hotels in this price range. Rooms are small and dont expect a minibar or even telephone in the room! But there is a TV with a few English channels, the wifi and heating works well and those are the most important factors to me.  They serve a continental style self service breakfast which is ok but a bit expensive if not included in your rate, apart from that there is no bar or cafe service at all. However its shares a building with the Campanille Hotel which has a nice bar restaurant and there are a few corner shops nearby for snacks, water etc.  The only negative is that it is a bit out of the main centre, there are a few basic cafes around and otherwise you need to walk towards Casa Voyageurs station (10 mins walk) or take the tram/taxi to the centre for restaurants, sightseeing etc. Tram station is only a couple of mins walk away so not too difficult.…",5.0
"Very good location between the train station and Hassan II mosque, just inside the medina. Nice, en-suite room with small balcony. Very nice and efficient reception staff. Tea making facilities provided. TV in room didn't work and steps felt a bit creaky. Overall, good value for Casablanca but lacked a bit of Moroccan character like the riads of other medinas.",4.0
As per my title the hotel is located on the edge of the old town and near to Casa Port but it also means that you have endless amount of local men sitting outside the hotel day and night drinking tea and coffee. The food around the hotel smells nice and even tastes nice but believe me you will be suffering after. Normally I am okay with street food but the street food there killed my stomach. ,1.0
"Maybe not the best hotel i have survived but it was a very nice hotel ı was happy .  Two wonderful people, Saadia and Rachid always smile and helpful .  The rooms are very clean, the view is beautiful and enjoyable.  Belki de hayatta kaldığım en iyi otel değildi ama çok güzel bir oteldi, mutluydum.  İki harika insan, Saadia ve Rachid her zaman gülümseyen ve yardim eden.  Odalar çok temiz, manzara güzel ve keyifli.",5.0
"Great location, the lady at the front desk in the morning was very nice and helpful, sharing tips and info about the city, the other guy at night was nice, the room was good but honestly I didn't notice it had no AC, despite having a balcony which I kept opened the entire time I was sweating at night and I couldn't sleep after sunrise because of the light and the fact that had to close the door. I think during cooler days it would have been a much better experience",3.0
"We love the Hotel Central and stay every time we pass through Casablanca. It’s really well located near the Port, and Casa Port train station (for trains to the airport, Rabat, etc). Everyone is extremely friendly and there’s a lovely (unkept) roof terrace for morning coffees and evening drinks.   There’s a large variety of rooms - singles to four bed rooms, some have terraces and look out onto the lively square below.   It could be cleaner and the standard could be higher, but it’s extremely charming and very much worth the price (roughly £30 per night at time of writing).",4.0
"I  book budget hotels only after looking at many reviews. I read positive and many negative comments about Hotel Central but something told me take a chance.  After a short walk from Gare d' Port railway station, I'm glad I did.    From the moment I walked in,  the receptionist was exceedingly friendly & helpful. My room, up three flights of stairs, was larger than expected with a clean, comfortable bed, lots of storage space, a small desk and even a balcony. The toilet / shower was a bit dated and cramped for space,, but everything was thoroughly clean. A great nights' sleep followed.  Yes, the hotel has seen better days but the current management and staff work had to keep this a clean, quiet, safe property .. and based on all of these factors for me it deserves a high rating.   (More).  I had planned to stay only 2 nights in Casablanca and endedup staying 4 nights. In part this was due to help of the hotel's receptionist. She spoke several languages fluently, recommended a great guide for a day tour, and also made several fun restaurant suggestions. This at a 3-star hotel.  A downside..the coffee shop on property. I walked in one time and decided It was way too smokey for morning coffee. With google maps I found several places with much better coffee/breakfasts within a short walk, including several places inside Gare d Port. Overall, loved the vibe and team at Hotel Central  Exceeded expectations!…",5.0
The location is great but my friend and I are disappointed with our stay. We’re on the third floor in a double room. Things are not that clean and the internet connection is unreliable. The inside of the bathroom door is dirty and there’s a big hole in the ceiling in the hallway. We’re thoroughly unimpressed and happy we’re only staying here for one night. ,2.0
"Staff was friendly, location was good, 8 mins walk to and from Casa Port, which we needed for our airport transfer in the morning. And that's where the positives end. I understand that this in not a luxury hotel, however there's no excuse for the dirty bathroom,  used soap on the sink and the piece of dirty plastic piping in the bed. Literally inside the sheets. I slept with my clothing on.... The room smelled, it was just sad... Spend a little extra and stay somewhere else.",2.0
"Location was ok, although the current road works going on, made it a chore to reach. Was not up to expectation, expected a comfortable room with at least a fan (no AC), and clean bathroom and basic amenities, this was not the case. Pricey does not match the actual hotel",2.0
"I had a wonderful stay at hotel Central. I enjoyed my room, but more importantly I enjoyed the staff. The hotel is sufficient for the price and clean. The location is also great as you can reach to many important spots in the city. With a few touches and fixing this hotel could be one of the hottest spot for budget traveller.   The first day I was welcomed by Sadia who was kind enough to let me choose between three rooms and change my mind in between.   Rachid is the evening and night receptionist. He is one of the most wonderful people I had ever met in Morocco. Rachid would help me to contact my tour guides and make sure I get a taxi to get from one place to the other. I lost my phone in Casablanca and Rachid helped my to search for it and even to buy a new cel. I almost gave up on finding my cel, but Rachid was able to locate it after a lady found it and left it in her hotel. Rachid contacted me in Marrakech and returned my phone back to me. Rachid acted as a protector/advisor to me during my entire stay in Casablanca.  Unlike many individuals Rachid offer his helps for the sake of helping NOT because he is expecting a reward. Rachid is such a kind and honest guy and Hotel Central is lucky to have among their staff.…",4.0
"This is a very small hotel for the student and budget traveller. I liked the close location to the Casa Port train station that takes you to the main station for the airport or other cities. The guy at reception was helpful and assisted with questions and directions. There are local shops and takeaway shops in the vicinity of the hotel. The old medina is also not too far.  The room was very small. There is no fridge or water in the room. There was no gel, soap or shampoo in the bathroom. The Wifi was not working when I arrived and was fixed late into the evening.",3.0
"Wonderful location, amazing staff, perfect little hotel for a Moroccan stay and feel! We loved the large open window and view over the busy square and port. 20 min walk to Hassan Mosque, with an amazing view of it in the evening from the rooftop patio! Great stay! ",5.0
"Good location near Casa Port and walkable to the Medina and Hassan II Mosque  There is a big difference in the rooms, the rooms on the front are bright and airy with some colonial features and views over the square. However the rooms at the back are dark and dingy.  No lift so pick a lower floor if that is an issue  Free WIFI works well  Go to the roof terrace for some good views",4.0
"With only one night in Casablanca (already too long in this city..) , the hotel is in a decent location. However it is close to a large industrial port which, along with a lot of street activity, made for a noisy location. The main point though is that it was simply unclean, with hairs on bedding and surfaces not wiped down in the bathroom. I would not stay again.",2.0
"The location is quite good.near the train station,near the mosque and you will feel the vibes of good old place.. it is clean and they provide you only the essential which is good.the receptionist was very helpful and accommodating to all our questions.",3.0
"The hotel is conveniently located near the Casa Port Train Station which one can take to access the airport which is very convenient and saves money on having to take a taxi otherwise. The hotel is on the outskirts of the Medina and right in front of the hotel are eateries, coffee shop and banks to get cash. The room itself is pretty tight but spacious enough. The biggest issue at the hotel are the paper thin walls.  You can hear guests throughout the hotel talking and their doors closing.  So, if you are a particularly light sleeper you may have issues with getting a good night's sleep. Overall, the hotel is solid and as expected given the price range.",3.0
Very surprising find in Morocco. Very clean room with added amenities like soap and shampoo. Extra towels were given to us without a problem. Very nice girl at receptions who even helped us print our boarding passes and gave us a great lunch recommendation nearby. Highly recommend this centrally located hotel. ,5.0
"A friend and I,  two women in their early 60's, stayed at Hotel Central on our arrival to Morocco and again, before our departure, four weeks later. Somewhere it says that Hotel Central is in the heart of the medina, in fact it is on the very edge, but, it is a very convenient location. From the airport, we caught the train to Casa Port. From Casa Port, it is a 5 minute walk to the hotel. One of the staff, very kindly, walked me to Casa Port the night of my departure.  The staff was equally helpful in carrying our luggage up and down the stairs for us. The hotel is a great base for exploring that part of the city. We walked to the mosque (take the tour, fabulous!), Rick's Cafe (not worth the time), then a taxi further along the shore. Of course, the medina is right behind the…",3.0
"This hotel will not be anyone's cup of tea, but I LOVED it...  Rooms:   Bare bones, a bed, a table, a chair, a bathroom with hot water in the shower but only cold water in the sink.  If you're really lucky:  A balcony with chair and table overlooking the square in front of the hotel and with sea view.  This might sound less than appealing but I LOVED the room.   I slept 11 hours in the wonderful bed and loved writing on the computer looking over the square.    Heating/ A/C:   There is no A/C but I was here in November and my problem was that the room was getting too cold.  But the hotel DOES HAVE space heaters, so if you have that problem.... ask for one.  WiFi: Suffered from occasional interruptions but FAST!  Other: There is no elevator (not suitable for those with mobility…",4.0
"The price was right for the triple room we booked. Nice and quiet (in the late evening) with a cute balcony that faced the square. The front hotel staff were exceptionally kind and the breakfast food was plentiful and simple. The bed was very comfortable which was an added bonus after a long flight. Minutes away from Hassan II mosque and walking distance to the tourist area. Located in the medina but right near the edge where it wasn't chaotic. All in all, a decent clean place for very little money.,",5.0
"If you value cleanliness dont stay here. Cats everywhere especially around the food: in kitchen, on the floor, by the stove. And had cat poop right outside our door. Asked for a refund and the guy front desk had no idea what was going on. said owner was in France. I said take off credit card he barely spoke English. Said would mail money never got. Felt scared coming here at night and middle no where.  The pictures they show are not even close get in the room.  No sheets. I know low end but strange place.",1.0
"My husband and I are staying at the hostel and plan on extending  our stay for an additional week here.  The owners of the hotel are wonderful people. The owners  and the staff were welcoming and helpful at our arrival. The property is nicely kept and has a beautiful garden. Our bedroom is spacious & clean. The  breakfast is wonderful. They offer many choices such as sweet pastries, local breads, slices of meat, eggs, fresh fruits, fresh orange juice,  coffee, and much more.  The  hotel is perfectly located, not far from the tramway and the train station. We did couple day trips to nearby cities such as Rabat (an hour trim ride from here and the trip was very cheap).  I highly recommend this hotel to anyone staying a few days or transiting through Casablanca.",5.0
"This guesthouse was the perfect first night in Morocco for me. Cheap and easy to get to from the airport even when operating with no sleep or French! (50dirhams train ride, first stop, plus a 5-10 min walk) Staff offer a warm welcome and all parts of the property are kept spic and span. Big chain supermarket for snacks is located 2 blocks away.",5.0
"Stayed here one night travelling through. I was supposed to be picked up by a taxi arranged by the hostel but we did not manage to find one another a the airport, even though I spent one hour trying to find the driver. Arriving at the hostel (with another taxi), the night portier was pretty dissatisfied that I had not found the taxa driver; and did not give any help as to how the hostel operated (wifi, breakfast etc). So did not feel much welcome going to sleep. The next morning I met the rest of the staff, which was very kind.",3.0
"only 5mins walk from casa d port train station, good room, good bfast with reasonable rate.   They have few options for the room, either you wanna have a bunk bed with random mates or private room.  They provide kitchenette in case u wanna have your own bites.",5.0
"Lovely place to stay for a fair price. A beautiful villa, very quiet place for those who want to enjoy peaceful time. The yellow room is equipped with proper air conditioning and a very comfortable bed. It lacks a wardrobe and bathroom entrance is via hall,  though it is clearly seen on the photo of the room and in regards of the bathroom entrance is also stated on the website, so all fair and should be no problem. The only thing to put me off was the constant bad smell in the bathroom which required the windows to be opened at all times.  The things to balance it all out and bring the experience to be great was the outside of the villa, which was very beautiful and the outdoor dining area is stunning, with blooming flowers and lots of cosy things around to bring it a unique character. All the staff of the hotel are very nice, polite, welcoming and kind people. The ground floor salon room is done in an amazingly beautiful moroccan style.  The breakfast lady who makes pancakes is very lovely, big thanks to her for those authentic msemen pancakes and moroccan teas which she is truly good at making. The breakfast is also nicely served, good quality authentic moroccan breakfast breads and pancakes, very tender scrambled egg, variety of breads and great muffins. Fresh orange juice, teas and nicely brewed coffee. The rooms are kept decently clean on a daily basis, the garden is well maintained and a kind hard working moroccan gentleman makes sure the flowers inside are freshly cut.  I believe the place will suit you weather you are tourists and plan to have a busy holiday or either if you want to stay for a business trip and work in peace.…",5.0
"I really love the place , since my arrival , a very special thing I feel in that house ..I feel the warm of family , specially on breakfast time , when I see the owner preparimg it with much of love OMG!  The house is around with spaces and trees , a really beautiful desing you can see , it helps me to relax , also the place is super super super Clean ! Another special thing is that you feel free , even it's a palace hhh and we are many residents here , but they give each of us a key , and like that u will feel taht u ve control going and coming without ringing the bell !  For me I found it a rest place with a bus station , tram/train station with 2min a walk ...20min from the airport via train ...the staffs are so helpful and joyful.. So happy to have my nights on Morocco with u !  …",5.0
"The interior is beautiful with lovely kitchen and living space, but overall they were very unfriendly and the construction noise hard to handle so early in the morning. Additionally, I asked for the shuttle service they offered and they said no problem. On the morning before my arrival I messaged to confirm the shuttle would be there and again later in the afternoon, the message was marked as read but no one bothered responding. I arrived at the airport and waited 15 minutes to see if a driver would show but no one was there, so I called the hostel and the gentleman who answered acted as if he had no idea what I was talking about, but 15 minutes later a driver arrived. The driver was very nice and friendly. Subsequently, upon my arrival at the hostel when the gentleman who worked there unlocked the gate it was established that I was supposed to pay the driver direct in Moroccan Dirham, which I did not have. I offered credit card or USD but was told no, they both spoke in a language which I did not understand for 15 minutes while I am just standing there at the gate with no idea what was going on. I had my pack on and had been on a 5+ hour flight plus a 10 hour train with layover in airport so I was exhausted and wanted to get in to drop bags or go to ATM to get driver paid, finally I was told I could enter and paid for my room with credit card and I asked if I could just pay the money to them with credit card since I was paying for room this way and they could pay driver, again he said no. So I paid for the driver the next day when I got cash with tip for inconvenience. (Side note: another guest I met stated the scheduled airport shuttle never showed up to pick her up, so she had to get a taxi anyway.) Now throughout the 2 day stay there, not one employee/owner introduced themselves or spoke to me, although if you needed something, you ask and it was provided. The facility was set up so there was no interaction between guests with breakfast tables set for only one and no greeting from staff throughout. Although, breakfast was nice, with cold pancakes, cereal, fruit, coffee and fresh squeezed orange juice. Additionally, the property is surrounded by large construction sites and you are awakened by the sound of jackhammers and bulldozers at 7am in the morning. Thankfully I had only booked 2 nights. Furthermore, upon departure I was in the lobby on the internet for around an hour since I had a little time to waste before I needed to catch the only bus that left to my destination, then when I knew I needed to leave to catch tram to bus station, I handed the gentleman the key to the gate. He proceeds to tell me I have to pay for my stay, I showed him my credit card payment but he did not believe me and would not allow me to leave. Seriously, he kept me locked in when I showed him my credit card payment, ridiculous. Especially considering I booked through Expedia where credit card details are required to book, which if I truly hadn’t paid he could have charged later. Furthermore, if they did not think I had paid wouldn’t they have addressed it the day before, when I handed them cash for taxi driver, the morning of my departure or when I was hanging out for an hour, not when I had to leave to catch my bus? Honestly at this point I was very upset that someone had locked me in to their property when I had made payment upon my arrival, and then he said ‘don’t stress this happens all the time,’ which just made me think that they are completely disorganized, they are unable to keep track of their books and try to charge people double ‘all the time.’ Finally, via phone he confirmed with gentleman who checked me in that I indeed paid. Overall the place is lovely inside, but if you are looking for friendly interaction, peaceful sleep and not to have prove that you paid before they allow you exit, I would say book elsewhere. It definitely does not have a welcoming hostel vibe and another guest stated she asked for help regarding the area and they were unable to provide, just pointing to the map on the wall. Maybe they will get more organized later and realize interaction is good for hostel atmospheres. …",3.0
